Id,Name,Gender,ZipCode,City,State,Country,Ethnicity,createdBy
2204,Sami Åkesson,Male,98499,Lakewood,WA,US,Hispanic / Latinx,Emin Suleymanov
2205,Selma Nyberg,Female,98380,Seabeck,WA,US,Hispanic / Latinx,Andrea Fortuny
2206,Yusuf Jansson,Male,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2207,Omar Bergman,Male,98001,Auburn,WA,US,Hispanic / Latinx,Aryna Siamashka
2208,Nancy Engström,Female,98499,Lakewood,WA,US,Refused/Done Not Know,Aryna Siamashka
2209,Max Lindgren,Male,98074,Sammamish,WA,US,Hispanic / Latinx,Fidan Aliyeva
2210,Ulrika Björk,Female,98042,Covington,WA,US,Refused/Done Not Know,Andrea Fortuny
2211,Aylin Lundgren,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2212,Tim Nyström,Male,98502,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
2213,Alberto Tercedor,Male,98168,Tukwila,WA,US,Refused/Done Not Know,Andrea Fortuny
2214,Andrés Delgadillo,Male,98383,Silverdale,WA,US,Hispanic / Latinx,Aryna Siamashka
2215,Asier Fontiveros,Male,98589,Tenino,WA,US,Refused/Done Not Know,Fidan Aliyeva
2216,Carlos Matías,Male,98391,Bonney Lake,WA,US,Hispanic / Latinx,Aryna Siamashka
2217,Alejandra Arellano,Female,98516,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
2218,Álvaro Almaraz,Male,98506,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
2219,Cristóbal Valentín,Male,98032,Kent,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2220,Dalia Pelayo,Female,98029,Issaquah,WA,US,Refused/Done Not Know,Andrea Fortuny
2221,Jorge Montoya,Male,98503,Lacey,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2222,Eulalia Terán,Female,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2223,Cristina Echevarría,Female,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2224,Pelayo Valentín,Male,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2225,Naiara Padilla,Female,98387,Spanaway,WA,US,Refused/Done Not Know,Fidan Aliyeva
2226,Miguel Tórrez,Male,98168,Tukwila,WA,US,Hispanic / Latinx,Andrea Fortuny
2227,María Zelaya,Female,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2228,Sergio Valladares,Male,98101,Black Diamond,WA,US,Refused/Done Not Know,Emin Suleymanov
2229,Bartolomé Castellanos,Male,98074,Sammamish,WA,US,Refused/Done Not Know,Fidan Aliyeva
2230,Leticia Terrazas,Female,98074,Sammamish,WA,US,Refused/Done Not Know,Aryna Siamashka
2231,Elvira Cano,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2232,Carlos Tijerina,Male,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2233,Nicolas Valentín,Male,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2234,Liberto Valentín,Male,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2235,Julia Linares,Female,98387,Spanaway,WA,US,Hispanic / Latinx,Andrea Fortuny
2236,Desiré Mendoza,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2237,Candela Arrais,Female,98502,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
2238,Alberto Hermosilla,Male,98391,Bonney Lake,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2239,Claudia Olivares,Female,98103,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
2240,Nuria Acevedo,Female,98467,University Place,WA,US,Refused/Done Not Know,Fidan Aliyeva
2241,Pedro Armijo,Male,98038,Maple Valley,WA,US,Hispanic / Latinx,Adam Puzyna
2242,Marta Galván,Female,98422,Tacoma,WA,US,Hispanic / Latinx,Fidan Aliyeva
2243,Victor Alcalá,Male,98168,Tukwila,WA,US,Refused/Done Not Know,Emin Suleymanov
2244,Laura Melgar,Female,98371,Puyallup,WA,US,Hispanic / Latinx,Aryna Siamashka
2245,Carlota Melgar,Female,98055,Renton,WA,US,Refused/Done Not Know,Adam Puzyna
2246,Isabel Robledo,Female,98112,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
2247,David Serna,Male,98338,Graham,WA,US,Hispanic / Latinx,Fidan Aliyeva
2248,Marina Rodríguez,Female,98516,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
2249,Óscar Godínez,Male,98074,Sammamish,WA,US,Refused/Done Not Know,Emin Suleymanov
2250,Jeremías Espinosa,Male,98103,Seattle,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2251,Edurne Chávez,Female,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2252,Paula Núñez,Female,98499,Lakewood,WA,US,Refused/Done Not Know,Adam Puzyna
2253,Íker Arteaga,Male,98052,Redmond,WA,US,Refused/Done Not Know,Aryna Siamashka
2254,Federico Tercedor,Male,98074,Sammamish,WA,US,Hispanic / Latinx,Andrea Fortuny
2255,Marina Robledo,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2256,Beatriz Melgar,Female,98502,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
2257,Cecilio Casanova,Male,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2258,Verónica Fuentes,Female,98057,Renton,WA,US,Hispanic / Latinx,Aryna Siamashka
2259,Larissa Sevilla,Female,98506,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
2260,Nerea Núñez,Female,98042,Covington,WA,US,Hispanic / Latinx,Adam Puzyna
2261,Guillermo Rodarte,Male,98467,University Place,WA,US,Refused/Done Not Know,Aryna Siamashka
2262,Ángel Valádez,Male,98115,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
2263,Belén Lara,Female,98312,Bremerton,WA,US,Refused/Done Not Know,Emin Suleymanov
2264,Bartolomé Castellanos,Male,98503,Lacey,WA,US,Refused/Done Not Know,Emin Suleymanov
2265,Eulalia Terán,Female,98499,Lakewood,WA,US,Hispanic / Latinx,Adam Puzyna
2266,Andrés Delgadillo,Male,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2267,David Pulido,Male,98338,Graham,WA,US,Refused/Done Not Know,Emin Suleymanov
2268,Desiré Mendoza,Female,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2269,Liberto Valentín,Male,98506,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
2270,Luciano Valentín,Male,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2271,Jeremías Espinosa,Male,98516,Olympia,WA,US,Hispanic / Latinx,Andrea Fortuny
2272,Edurne Chávez,Female,98372,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2273,Pelayo Valentín,Male,98001,Auburn,WA,US,Refused/Done Not Know,Andrea Fortuny
2274,Marta Galván,Female,98074,Sammamish,WA,US,Hispanic / Latinx,Fidan Aliyeva
2275,Cristóbal Valentín,Male,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2276,Marina Rodríguez,Female,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2277,Nicolás Ponce,Male,98499,Lakewood,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2278,Renata Amaya,Female,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2279,Sergio Tijerina,Male,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2280,Serafín Rodarte,Male,98501,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
2281,Miguel Tórrez,Male,98002,Auburn,WA,US,Hispanic / Latinx,Adam Puzyna
2282,María Zelaya,Female,98499,Lakewood,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2283,Yago Castañeda,Male,98589,Tenino,WA,US,Hispanic / Latinx,Aryna Siamashka
2284,Íker Arteaga,Male,98380,Seabeck,WA,US,Refused/Done Not Know,Adam Puzyna
2285,Gerardo Palacios,Male,98042,Covington,WA,US,Hispanic / Latinx,Fidan Aliyeva
2286,Verónica Fuentes,Female,98338,Graham,WA,US,Refused/Done Not Know,Aryna Siamashka
2287,Paula Núñez,Female,98112,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
2288,Ales Bizjak,Male,98380,Seabeck,WA,US,Refused/Done Not Know,Andrea Fortuny
2289,Ana Hocevar,Female,98029,Issaquah,WA,US,Hispanic / Latinx,Adam Puzyna
2290,Bostjan Rozman,Male,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2291,Barbara Pirc,Female,98409,Tacoma,WA,US,Refused/Done Not Know,Fidan Aliyeva
2292,Anja Sever,Female,98380,Seabeck,WA,US,Hispanic / Latinx,Aryna Siamashka
2293,Franciska Kuhar,Female,98467,University Place,WA,US,Refused/Done Not Know,Fidan Aliyeva
2294,Aljosa Hribar,Gender neutral,98103,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
2295,Bojan Hribar,Male,98503,Lacey,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2296,Branko Kralj,Male,98371,Puyallup,WA,US,Refused/Done Not Know,Aryna Siamashka
2297,Anton Kovacic,Male,98409,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2298,Jozefa Knez,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2299,Luka Zupan,Male,98391,Bonney Lake,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2300,Marija Kolar,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2301,Maja Kosir,Female,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2302,Katarina Babic,Female,98499,Lakewood,WA,US,Refused/Done Not Know,Aryna Siamashka
2303,Joze Mlakar,Male,98501,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
2304,Marko Potocnik,Male,98115,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
2305,Marjan Vidmar,Male,98057,Renton,WA,US,Hispanic / Latinx,Andrea Fortuny
2306,Mojca Klemencic,Female,98372,Puyallup,WA,US,Hispanic / Latinx,Emin Suleymanov
2307,Petra Pavlic,Female,98371,Puyallup,WA,US,Hispanic / Latinx,Adam Puzyna
2308,Natasa Medved,Female,98499,Lakewood,WA,US,Hispanic / Latinx,Aryna Siamashka
2309,Rene Pavlic,Gender neutral,98391,Bonney Lake,WA,US,Refused/Done Not Know,Fidan Aliyeva
2310,Jozi Kos,Gender neutral,98338,Graham,WA,US,Refused/Done Not Know,Aryna Siamashka
2311,Ivan Krajnc,Male,98371,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2312,Matej Turk,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Aryna Siamashka
2313,Mateja Zajc,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2314,Sasa Bizjak,Gender neutral,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2315,Robert Kotnik,Male,98029,Issaquah,WA,US,Hispanic / Latinx,Adam Puzyna
2316,Tanja Jerman,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2317,Gregor Kastelic,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2318,Matjaz Petek,Male,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2319,Terezija Majcen,Female,98467,University Place,WA,US,Hispanic / Latinx,Andrea Fortuny
2320,Milena Tomazic,Female,98380,Seabeck,WA,US,Refused/Done Not Know,Aryna Siamashka
2321,Petja Hrovat,Gender neutral,98589,Tenino,WA,US,Hispanic / Latinx,Adam Puzyna
2322,Tomaz Bozic,Male,98405,Tacoma,WA,US,Hispanic / Latinx,Aryna Siamashka
2323,Tatjana Erjavec,Female,98503,Lacey,WA,US,Hispanic / Latinx,Aryna Siamashka
2324,Majda Pusnik,Female,98030,Kent,WA,US,Hispanic / Latinx,Adam Puzyna
2325,Alenka Jereb,Female,98022,Enumclaw,WA,US,Refused/Done Not Know,Emin Suleymanov
2326,Vanja Rozman,Gender neutral,98001,Auburn,WA,US,Hispanic / Latinx,Andrea Fortuny
2327,Stanislav Korosec,Male,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2328,Nina Petric,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2329,Sonja Zorko,Female,98103,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
2330,Martin Oblak,Male,98501,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
2331,Ivana Ursic,Female,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2332,Andreja Hrovat,Female,98391,Bonney Lake,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2333,Jozef Zupancic,Male,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2334,Janez Horvat,Male,98119,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
2335,Robin Zupanc,Gender neutral,98055,Renton,WA,US,Refused/Done Not Know,Aryna Siamashka
2336,Katja Lah,Female,98074,Sammamish,WA,US,Hispanic / Latinx,Andrea Fortuny
2337,Jozica Zupanc,Female,98042,Covington,WA,US,Refused/Done Not Know,Andrea Fortuny
2338,Irena Koren,Female,98033,Kirkland,WA,US,Hispanic / Latinx,Andrea Fortuny
2339,Milan Golob,Male,98387,Spanaway,WA,US,Hispanic / Latinx,Fidan Aliyeva
2340,Miha Zagar,Male,98338,Graham,WA,US,Refused/Done Not Know,Aryna Siamashka
2341,Rok Kavcic,Male,98001,Auburn,WA,US,Hispanic / Latinx,Emin Suleymanov
2342,Ema Vargova,Female,98052,Redmond,WA,US,Refused/Done Not Know,Andrea Fortuny
2343,Frantisek Mraz,Male,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2344,Dusan Sykora,Male,98502,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2345,Dana Hudecova,Female,98168,Tukwila,WA,US,Hispanic / Latinx,Emin Suleymanov
2346,Anna Horvathova,Female,98338,Graham,WA,US,Hispanic / Latinx,Andrea Fortuny
2347,Lukas Molnar,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2348,Alena Polakova,Female,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2349,Maria Kovacova,Female,98103,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
2350,Katarina Balogova,Female,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2351,Eva Krajcovicova,Female,98422,Tacoma,WA,US,Hispanic / Latinx,Fidan Aliyeva
2352,Adam Horvath,Male,98022,Enumclaw,WA,US,Refused/Done Not Know,Adam Puzyna
2353,Andrea Lukacova,Female,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2354,Lucia Blahosova,Female,98119,Seattle,WA,US,Hispanic / Latinx,Fidan Aliyeva
2355,Ondrej Novak,Male,98002,Auburn,WA,US,Refused/Done Not Know,Andrea Fortuny
2356,Hana Sykorova,Female,98372,Puyallup,WA,US,Refused/Done Not Know,Emin Suleymanov
2357,Elena Kapustova,Female,98030,Kent,WA,US,Refused/Done Not Know,Emin Suleymanov
2358,Jana Balazova,Female,98327,Dupont,WA,US,Refused/Done Not Know,Adam Puzyna
2359,Pavol Sloboda,Male,98002,Auburn,WA,US,Refused/Done Not Know,Fidan Aliyeva
2360,Jakub Varga,Male,98501,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
2361,Peter Pokorny,Male,98052,Redmond,WA,US,Hispanic / Latinx,Andrea Fortuny
2362,Rastislav Moravcik,Male,98032,Kent,WA,US,Hispanic / Latinx,Aryna Siamashka
2363,Lenka Oravcova,Female,98033,Kirkland,WA,US,Hispanic / Latinx,Andrea Fortuny
2364,Roman Polakovic,Male,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2365,Matej Gajdos,Male,98052,Redmond,WA,US,Hispanic / Latinx,Emin Suleymanov
2366,Miroslava Beňová,Female,98380,Seabeck,WA,US,Refused/Done Not Know,Andrea Fortuny
2367,Michaela Gajdosova,Female,98052,Redmond,WA,US,Refused/Done Not Know,Emin Suleymanov
2368,Marek Hudec,Male,98503,Lacey,WA,US,Refused/Done Not Know,Adam Puzyna
2369,Milan Blahos,Male,98338,Graham,WA,US,Refused/Done Not Know,Aryna Siamashka
2370,Matus Polak,Male,98501,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
2371,Miroslav Oravec,Male,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2372,Natalia Molnarova,Female,98002,Auburn,WA,US,Hispanic / Latinx,Fidan Aliyeva
2373,Michal Balog,Male,98589,Tenino,WA,US,Refused/Done Not Know,Aryna Siamashka
2374,Samuel Krajcovic,Male,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2375,Martin Balaz,Male,98038,Maple Valley,WA,US,Hispanic / Latinx,Aryna Siamashka
2376,Margita Slobodova,Female,98032,Kent,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2377,Klara Polakovicova,Female,98101,Black Diamond,WA,US,Refused/Done Not Know,Aryna Siamashka
2378,Jozef Kralik,Male,98038,Maple Valley,WA,US,Hispanic / Latinx,Aryna Siamashka
2379,Helena Moravcikova,Female,98371,Puyallup,WA,US,Refused/Done Not Know,Andrea Fortuny
2380,Julia Kralikova,Female,98338,Graham,WA,US,Hispanic / Latinx,Emin Suleymanov
2381,Laura Zemanova,Female,98516,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
2382,Stefan Beno,Male,98380,Seabeck,WA,US,Hispanic / Latinx,Adam Puzyna
2383,Igor Konecny,Male,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2384,Viktoria Mrazova,Female,98422,Tacoma,WA,US,Hispanic / Latinx,Andrea Fortuny
2385,Jarmila Konecna,Female,98052,Redmond,WA,US,Hispanic / Latinx,Andrea Fortuny
2386,Tomas Lukac,Male,98372,Puyallup,WA,US,Refused/Done Not Know,Emin Suleymanov
2387,Zita Novakova,Female,98112,Seattle,WA,US,Refused/Done Not Know,Fidan Aliyeva
2388,Jan Kovac,Male,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2389,Filip Kapusta,Male,98371,Puyallup,WA,US,Refused/Done Not Know,Fidan Aliyeva
2390,Kristina Pokorna,Female,98380,Seabeck,WA,US,Hispanic / Latinx,Andrea Fortuny
2391,Vladimir Zeman,Male,98405,Tacoma,WA,US,Hispanic / Latinx,Fidan Aliyeva
2392,Daminda Samaraweera,Male,98074,Sammamish,WA,US,Hispanic / Latinx,Fidan Aliyeva
2393,Prasad Kodikara,Male,98168,Tukwila,WA,US,Hispanic / Latinx,Fidan Aliyeva
2394,Nandana Edirisingha,Male,98001,Auburn,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2395,Saman Nanayakkara,Male,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2396,Mala Jayarathna,Female,98327,Dupont,WA,US,Hispanic / Latinx,Adam Puzyna
2397,Thilak Aberathna,Male,98030,Kent,WA,US,Refused/Done Not Know,Aryna Siamashka
2398,Sewwandi Jayathilaka,Female,98312,Bremerton,WA,US,Refused/Done Not Know,Adam Puzyna
2399,Renuka Wijayarathna,Female,98380,Seabeck,WA,US,Hispanic / Latinx,Andrea Fortuny
2400,Jayamali Silva,Female,98002,Auburn,WA,US,Hispanic / Latinx,Adam Puzyna
2401,Kumari Bandara,Female,98503,Lacey,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2402,Upul Amarasiri,Male,98516,Olympia,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2403,Rupa Karunarathna,Female,98032,Kent,WA,US,Hispanic / Latinx,Adam Puzyna
2404,Wasanthi Gamage,Female,98125,Seattle,WA,US,Hispanic / Latinx,Aryna Siamashka
2405,Priyantha Wickramage,Male,98002,Auburn,WA,US,Hispanic / Latinx,Aryna Siamashka
2406,Nuwan Amarathunga,Male,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2407,Kamal Abeysekara,Male,98409,Tacoma,WA,US,Hispanic / Latinx,Aryna Siamashka
2408,Yamuna Jayasundara,Female,98042,Covington,WA,US,Refused/Done Not Know,Aryna Siamashka
2409,Shanthi Malalasekara,Female,98022,Enumclaw,WA,US,Refused/Done Not Know,Aryna Siamashka
2410,Ruwini Perera,Female,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2411,Namal Hettiarachchi,Male,98371,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2412,Aamir Solangi,Male,98029,Issaquah,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2413,Afzal Ghaffar,Male,98052,Redmond,WA,US,Hispanic / Latinx,Andrea Fortuny
2414,Adeel Solangi,Male,98057,Renton,WA,US,Refused/Done Not Know,Aryna Siamashka
2415,Ayesha Khalique,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2416,Monica Lohana,Female,98499,Lakewood,WA,US,Hispanic / Latinx,Andrea Fortuny
2417,Adil Abro,Male,98125,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
2418,Naseem Kakepoto,Male,98033,Kirkland,WA,US,Hispanic / Latinx,Andrea Fortuny
2419,Ambreen Ahmed,Female,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2420,Raheela Ali,Female,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2421,Sara Saleem,Female,98074,Sammamish,WA,US,Refused/Done Not Know,Andrea Fortuny
2422,Ali Ayaz,Male,98506,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
2423,Awais Shaikh,Male,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2424,Rashid Rajput,Male,98501,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
2425,Anita Rajput,Female,98002,Auburn,WA,US,Hispanic / Latinx,Fidan Aliyeva
2426,sayama Amir,Female,98387,Spanaway,WA,US,Hispanic / Latinx,Fidan Aliyeva
2427,Sobia Khanam,Female,98372,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2428,Lajwanti Kumari,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2429,Shafqat Memon,Male,98038,Maple Valley,WA,US,Refused/Done Not Know,Fidan Aliyeva
2430,Aneela Mohan,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2431,Dipuo Kgosikwena,Female,98371,Puyallup,WA,US,Refused/Done Not Know,Emin Suleymanov
2432,Kabelo Morwe,Male,98033,Kirkland,WA,US,Hispanic / Latinx,Adam Puzyna
2433,Bontle Mokgatle,Female,98516,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
2434,Bogadi Tlale,Female,98499,Lakewood,WA,US,Hispanic / Latinx,Aryna Siamashka
2435,Basetsana Thage,Female,98372,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2436,Boitumelo Ngwako,Female,98501,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
2437,Kenosi Kwenaemang,Male,98383,Silverdale,WA,US,Hispanic / Latinx,Adam Puzyna
2438,Masego Setshogo,Female,98052,Redmond,WA,US,Refused/Done Not Know,Fidan Aliyeva
2439,Modisaotsile Bolokwe,Male,98422,Tacoma,WA,US,Hispanic / Latinx,Aryna Siamashka
2440,Kedibonye Magogwe,Female,98312,Bremerton,WA,US,Refused/Done Not Know,Adam Puzyna
2441,Modise Tau,Male,98506,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
2442,Neo Dikgaka,Female,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2443,Lorato Bogosi,Female,98506,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
2444,Pule Matlhaku,Male,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2445,Kgosietsile Bogatsu,Male,98372,Puyallup,WA,US,Hispanic / Latinx,Adam Puzyna
2446,Ditiro Kgosi,Male,98032,Kent,WA,US,Hispanic / Latinx,Andrea Fortuny
2447,Pitso Motlhabi,Male,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2448,Sethunya Mpšwe,Female,98030,Kent,WA,US,Hispanic / Latinx,Emin Suleymanov
2449,Mogorosi Bakwena,Male,98409,Tacoma,WA,US,Refused/Done Not Know,Emin Suleymanov
2450,Motsumi Basiang,Male,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2451,Hunadi Makgatho,Female,98372,Puyallup,WA,US,Hispanic / Latinx,Emin Suleymanov
2452,Maname Mohlare,Male,98002,Auburn,WA,US,Hispanic / Latinx,Fidan Aliyeva
2453,Matome Molamo,Male,98055,Renton,WA,US,Hispanic / Latinx,Adam Puzyna
2454,Thabò Motongwane,Male,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2455,Malehumò Ledwaba,Female,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2456,Madule Ledimo,Male,98074,Sammamish,WA,US,Hispanic / Latinx,Adam Puzyna
2457,Mpho Lamola,Female,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2458,Kgabo Lerumo,Male,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2459,Pheladi Rammala,Female,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2460,Tshepè Mobu,Male,98038,Maple Valley,WA,US,Refused/Done Not Know,Adam Puzyna
2461,Lesetja Theko,Male,98022,Enumclaw,WA,US,Refused/Done Not Know,Aryna Siamashka
2462,Koketšo Montjane,Female,98032,Kent,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2463,Mmathabò Mojapelo,Female,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2464,Dialè Meso,Male,98501,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
2465,Ratanang Maphutha,Female,98312,Bremerton,WA,US,Hispanic / Latinx,Andrea Fortuny
2466,Mapula Selokela,Female,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2467,Tatapi Phogole,Male,98380,Seabeck,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2468,Napogadi Selepe,Female,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2469,Tumelò Letamo,Male,98422,Tacoma,WA,US,Refused/Done Not Know,Adam Puzyna
2470,Meladi Papo,Female,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2471,Ana Milankovic,Female,98029,Issaquah,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
